,0,1,2,3,4,5,6,7,8,9,10,11,12
1439,7014100,フェイズ ,35.660708,139.713144,http://mobile.gnavi.co.jp/shop/7014100/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{}, 18:00～翌2:00(L.O.1:30)(※金曜日は上記の営業時間となる場合があります。)<BR>月～土 18:00～翌1:00(L.O.24:30),毎週日曜日 祝日<BR>※※12／30～1／11までお休みです。,"{'note': {}, 'walk': '徒歩2', 'station': '表参道駅', 'line': '地下鉄', 'station_exit': 'B2番出口'}",4000,{},"['タイ料理', 'イタリアン(イタリア料理)']"
1440,1039166,弥七 ,35.667897,139.716883,http://mobile.gnavi.co.jp/shop/1039166/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},月～金 17:00～24:00<BR>土・祝日 17:00～23:00,毎週日曜日,"{'note': {}, 'walk': '徒歩5', 'station': '外苑前駅', 'line': '地下鉄銀座線', 'station_exit': {}}",4000,{},"['串揚げ', '和食 その他']"
1441,1088820,Lounge アンクルハット ,35.660342,139.714975,http://mobile.gnavi.co.jp/shop/1088820/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},月～日 ランチ・ディナー：12:00～24:00(L.O.23:30),無<BR>※年末年始,"{'note': {}, 'walk': '徒歩1', 'station': '表参道駅', 'line': '地下鉄', 'station_exit': 'B1・B3出口'}",5000,2000,"['バー', 'お酒 その他']"
1442,7193635,広島お好み オコノミマン TOKYO ,35.661272,139.696344,http://mobile.gnavi.co.jp/shop/7193635/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},火～日 ランチ：12:00～15:30(L.O.15:00)<BR>火～土 ディナー：17:30～23:00(L.O.22:30)<BR>日 ディナー：17:30～21:30(L.O.21:00),毎週月曜日,"{'note': {}, 'walk': '徒歩8', 'station': '代々木公園駅', 'line': '地下鉄千代田線', 'station_exit': {}}",3000,1000,"['広島風お好み焼き', '鉄板焼き']"
1443,7280895,ヨックモック 青山本店 ,35.660217,139.718114,http://mobile.gnavi.co.jp/shop/7280895/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{}, 10:00～19:00(※青山本店 売店　仮店舗の営業時間でございます),無,"{'note': {}, 'walk': {}, 'station': {}, 'line': {}, 'station_exit': {}}",4000,1500,"['カフェ', 'パーティールーム・スペース']"
1444,7183560,Botanical Bar ONIWA ,35.656989,139.699722,http://mobile.gnavi.co.jp/shop/7183560/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{}, 20:00～翌5:00,無,"{'note': {}, 'walk': '徒歩5', 'station': '渋谷駅', 'line': 'ＪＲ', 'station_exit': {}}",4000,{},"['イタリアン(イタリア料理)', 'スペインバル・イタリアンバール']"
1445,5305981,元祖うな鐡 ,35.655197,139.701747,http://mobile.gnavi.co.jp/shop/5305981/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},月～木 ランチ・ディナー：11:30～22:30(L.O.22:00)<BR>月～木 ランチ：11:30～16:00<BR>金 ランチ・ディナー：11:30～23:30(L.O.23:00)<BR>土 ランチ・ディナー：11:30～21:00(L.O.20:30)<BR>土 ランチ：11:30～16:00<BR>祝日 ランチ・ディナー：11:30～20:30(L.O.20:00)<BR>祝日 ランチ：12:00～16:00(※全日共に売切れ次第閉店とさせて頂きます)<BR>金 ランチ：11:30～16:00,毎週日曜日<BR>※ＧＷ・お盆・年末年始,"{'note': {}, 'walk': {}, 'station': {}, 'line': {}, 'station_exit': {}}",2500,1000,"['うなぎ', {'@attributes': {'order': '1'}}]"
1446,6429670,リストランテ カバカヴァロ ,35.667478,139.710472,http://mobile.gnavi.co.jp/shop/6429670/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},月・火・木・金 ランチ：11:30～15:30(L.O.14:30)<BR>土・日 ランチ：11:30～15:30(L.O.14:00)<BR>月・火・木～日 ディナー：18:00～24:00(L.O.22:30),毎週水曜日,"{'note': {}, 'walk': '徒歩4', 'station': '原宿駅', 'line': 'ＪＲ', 'station_exit': {}}",8000,2000,"['イタリアン(イタリア料理)', 'ワイン']"
1447,7146509,渋谷貸切ダイニング Villas Group‐ヴィラスグループ‐ ,35.657664,139.700028,http://mobile.gnavi.co.jp/shop/7146509/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{}, 18:00～翌5:00,年中無休,"{'note': {}, 'walk': '徒歩5', 'station': '渋谷駅', 'line': 'ＪＲ', 'station_exit': {}}",2500,{},"['パーティールーム・スペース', 'イタリアン(イタリア料理)']"
1448,7230343,ミラン・ナタラジ渋谷店 ,35.657547,139.704253,http://mobile.gnavi.co.jp/shop/7230343/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{}, ランチ・ディナー：11:30～23:00(L.O.22:30),年中無休,"{'note': {}, 'walk': {}, 'station': {}, 'line': {}, 'station_exit': {}}",2800,1000,"['インド料理', 'インドカレー']"
1449,6388126,和 KAZU ,35.650208,139.707589,http://mobile.gnavi.co.jp/shop/6388126/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},火～土 ディナー：18:00～24:00,毎週月・日曜日<BR>※※日曜日・月曜日は予約あれば開店。営業日、営業時間はお問い合わせ下さい。,"{'note': {}, 'walk': '徒歩10', 'station': '渋谷駅', 'line': 'ＪＲ', 'station_exit': '西口'}",4000,{},"['居酒屋', '創作和食']"
1450,7140634,hang out ,35.660247,139.702994,http://mobile.gnavi.co.jp/shop/7140634/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},月～土 ディナー：17:00～24:00(L.O.23:00),毎週日曜日,"{'note': {}, 'walk': {}, 'station': {}, 'line': {}, 'station_exit': {}}",2000,{},"['野菜料理', 'バー']"
1451,7091029,大阪ダイニング ナンノ ,35.653169,139.704292,http://mobile.gnavi.co.jp/shop/7091029/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},月～金 ランチ：11:30～14:00(L.O.13:40)<BR>月～土 ディナー：18:00～24:00(L.O.23:30),毎週日曜日 祝日,"{'note': {}, 'walk': '徒歩3', 'station': '渋谷駅', 'line': 'ＪＲ', 'station_exit': {}}",2800,790,"['串カツ ', '串揚げ']"
1452,6279696,Bee SHIBUYA,35.655678,139.701856,http://mobile.gnavi.co.jp/shop/6279696/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},月～日 ディナー：15:00～翌5:00(L.O.4:30),無,"{'note': {}, 'walk': '徒歩3', 'station': '渋谷駅', 'line': 'ＪＲ', 'station_exit': {}}",3000,{},"['ダイニングバー', 'イタリアン(イタリア料理)']"
1453,6439441,カラオケ館 渋谷本店,35.657206,139.702014,http://mobile.gnavi.co.jp/shop/6439441/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{}, 11:00～翌6:00,年中無休,"{'note': {}, 'walk': '徒歩2', 'station': '渋谷駅', 'line': 'ＪＲ', 'station_exit': {}}",2500,1000,"['無国籍料理', {'@attributes': {'order': '1'}}]"
1454,7010305,乃木坂 長寿庵 前田 ,35.664900,139.730067,http://mobile.gnavi.co.jp/shop/7010305/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},月～金 11:00～21:00(L.O.21:00)<BR>土 11:00～15:00,毎週日曜日 祝日<BR>※※土曜は休む事もございますので、ご連絡下さい。,"{'note': {}, 'walk': '徒歩1', 'station': '乃木坂駅', 'line': '地下鉄千代田線', 'station_exit': '3番出口'}",3000,1000,"['そば', '居酒屋']"
1455,7065014,GOBLIN． 原宿キャットストリート店,35.662028,139.707294,http://mobile.gnavi.co.jp/shop/7065014/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{}, 9:00～23:00(（要予約）),無,"{'note': {}, 'walk': '徒歩5', 'station': '明治神宮前駅', 'line': '地下鉄', 'station_exit': {}}",4200,{},"['パーティールーム・スペース', 'カフェ']"
1456,7185970,Bau Board Diner ,35.651564,139.707178,http://mobile.gnavi.co.jp/shop/7185970/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},月～日 ランチ：11:30～14:30(L.O.14:00)<BR>月～土 ディナー：17:30～24:00(L.O.23:00)<BR>日・祝日 ディナー：17:30～23:00(L.O.22:00),不定休日あり,"{'note': {}, 'walk': '徒歩10', 'station': '渋谷駅', 'line': 'ＪＲ', 'station_exit': '西口'}",5000,1300,"['ビストロ', 'ワイン']"
1457,7108709,Ruelle ,35.654444,139.708044,http://mobile.gnavi.co.jp/shop/7108709/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},月～日 ディナー：17:30～23:30(L.O.22:30),不定休日あり,"{'note': {}, 'walk': '徒歩3', 'station': '渋谷駅', 'line': 'ＪＲ', 'station_exit': {}}",5000,{},"['スペインバル・イタリアンバール', 'フレンチ(フランス料理)']"
1458,6908507,珈琲茶館 集 原宿表参道店 ,35.666081,139.707372,http://mobile.gnavi.co.jp/shop/6908507/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{}, 10:00～23:00,年中無休,"{'note': {}, 'walk': '徒歩2', 'station': '明治神宮前駅', 'line': '東京メトロ副都心線', 'station_exit': '5番出口'}",900,1000,"['喫茶店・軽食', {'@attributes': {'order': '1'}}]"
1459,1056674,Ａｄｏｎｉｓ ,35.656942,139.699417,http://mobile.gnavi.co.jp/shop/1056674/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},月～日 18:00～翌2:00,不定休日あり<BR>※（年5日程度）,"{'note': {}, 'walk': '徒歩5', 'station': '渋谷駅', 'line': 'ＪＲ', 'station_exit': 'ハチ公口'}",3500,{},"['お酒 その他', 'バー']"
1460,1051780,ワインバー 繭 （マユ） ,35.661650,139.696061,http://mobile.gnavi.co.jp/shop/1051780/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},火～土 ディナー：18:00～翌3:00(L.O.2:30)<BR>日 ディナー：18:00～24:00(L.O.23:30),毎週月曜日,"{'note': {}, 'walk': '徒歩15', 'station': '渋谷駅', 'line': 'ＪＲ', 'station_exit': {}}",6500,{},"['フレンチ(フランス料理)', {'@attributes': {'order': '1'}}]"
1461,7002104,Burgundy ,35.656697,139.711850,http://mobile.gnavi.co.jp/shop/7002104/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{}, 19:00～翌1:00(L.O.24:30),毎週日曜日 祝日<BR>夏期休暇（2015年8月15日～2015年8月16日）,"{'note': {}, 'walk': '徒歩10', 'station': '渋谷駅', 'line': 'ＪＲ', 'station_exit': {}}",10000,{},"['ビストロ', 'フレンチ(フランス料理)']"
1462,6084656,バー銀座パノラマ 渋谷店 ,35.653969,139.700197,http://mobile.gnavi.co.jp/shop/6084656/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{}, 18:00～翌3:00,毎週日曜日 祝日<BR>※※年末年始,"{'note': {}, 'walk': {}, 'station': {}, 'line': {}, 'station_exit': {}}",3000,{},"['ダイニングバー', '欧米・各国料理 その他']"
1463,7238887,CAROLINE DINER ,35.670411,139.714394,http://mobile.gnavi.co.jp/shop/7238887/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{}, 11:00～23:00(L.O.22:00)(場合によってはドリンクのラストオーダーが延びることがあります。),年中無休,"{'note': {}, 'walk': {}, 'station': {}, 'line': {}, 'station_exit': {}}",2000,1000,"['カフェ', 'バー']"
1464,5911908,ボイルストン ,35.657661,139.705761,http://mobile.gnavi.co.jp/shop/5911908/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},月～金 ディナー：18:00～翌2:00(L.O.24:30)<BR>土 ディナー：18:00～23:30(L.O.22:30),毎週日曜日,"{'note': {}, 'walk': '徒歩3', 'station': '渋谷駅', 'line': 'JR', 'station_exit': '東口'}",3000,{},"['レストランバー', '欧米・各国料理 その他']"
1465,7269499,プレジス ,35.657058,139.711883,http://mobile.gnavi.co.jp/shop/7269499/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{}, ランチ：11:00～15:00(L.O.14:30)、ディナー：17:00～23:00(L.O.22:30),毎週日曜日,"{'note': {}, 'walk': '徒歩7', 'station': '表参道駅', 'line': '地下鉄千代田線', 'station_exit': 'B1番出口'}",4000,1000,"['イタリアン(イタリア料理)', 'ワイン']"
1466,6422343,ビール１００円『たんと』渋谷店 ,35.654067,139.703022,http://mobile.gnavi.co.jp/shop/6422343/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{}, 居酒屋タイム：17:00～翌5:00(L.O.4:00),年中無休<BR>※年末年始はちょっと休みます。,"{'note': {}, 'walk': {}, 'station': {}, 'line': {}, 'station_exit': {}}",1900,{},"['居酒屋', '和食 その他']"
1467,7209625,LX ,35.654992,139.698011,http://mobile.gnavi.co.jp/shop/7209625/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{}, バー：20:00～翌5:00,不定休日あり,"{'note': {}, 'walk': {}, 'station': {}, 'line': {}, 'station_exit': {}}",4000,{},"['バー', {'@attributes': {'order': '1'}}]"
1468,7174497,八百屋カフェ SHIBUYA,35.654064,139.701253,http://mobile.gnavi.co.jp/shop/7174497/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},月～金 ランチ：11:00～15:00(L.O.14:30)<BR>月～金 バー：18:00～23:00(L.O.22:30)<BR>土 バー：18:00～23:00(L.O.22:30),毎週日曜日 祝日,"{'note': {}, 'walk': '徒歩5', 'station': '渋谷駅', 'line': '京王井の頭線', 'station_exit': {}}",4000,900,"['スペインバル・イタリアンバール', {'@attributes': {'order': '1'}}]"
1469,6614890,Dining＆Bar SHIBUYA 101 ,35.658014,139.699606,http://mobile.gnavi.co.jp/shop/6614890/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},月～日・祝前日・祝日 ランチ・ディナー：17:00～翌5:00(L.O.4:30)(※お昼12：00～など、ご予約頂けましたら営業致しますのでお気軽にお問い合わせ下さい。),年中無休,"{'note': {}, 'walk': '徒歩5', 'station': '渋谷駅', 'line': 'ＪＲ', 'station_exit': {}}",3000,{},"['ピザ', 'ダイニングバー']"
1470,6181060,鉄板屋うなじ ,35.657900,139.701733,http://mobile.gnavi.co.jp/shop/6181060/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},月～金 ディナー：18:00～24:00(L.O.23:30)<BR>土・日・祝日 ディナー：17:00～24:00(L.O.23:30),※年末年始,"{'note': {}, 'walk': '徒歩7', 'station': '渋谷駅', 'line': 'ＪＲ', 'station_exit': '西口'}",3000,{},"['居酒屋', '鉄板焼き']"
1471,6656461,Italian Restaurant ZUCCA ,35.651050,139.705683,http://mobile.gnavi.co.jp/shop/6656461/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},火～日 ランチ：11:30～15:00(L.O.14:30)<BR>火～日 ディナー：17:30～24:00(L.O.23:00),毎週月曜日,"{'note': {}, 'walk': '徒歩14', 'station': '代官山駅', 'line': '東急東横線', 'station_exit': {}}",4000,1000,"['イタリアン(イタリア料理)', {'@attributes': {'order': '1'}}]"
1472,6439518,トラットリア ドゥエ・コローリ ,35.667789,139.716822,http://mobile.gnavi.co.jp/shop/6439518/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},月～土 ランチ：11:30～15:30(L.O.14:30)<BR>月～土 ディナー：18:00～翌1:00(L.O.24:00),毎週日曜日,"{'note': {}, 'walk': '徒歩5', 'station': '外苑前駅', 'line': '地下鉄銀座線', 'station_exit': {}}",4000,1000,"['イタリアン(イタリア料理)', '炭火焼き・炉端焼き']"
1473,5909926,凛 ,35.655819,139.711578,http://mobile.gnavi.co.jp/shop/5909926/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},月～土 ランチ：12:00～14:30<BR>月～土 夜の部：18:00～23:00,"毎週日曜日<BR>※※不定休日あり
※12／31は予約不可です","{'note': {}, 'walk': '徒歩8', 'station': '渋谷駅', 'line': 'ＪＲ', 'station_exit': {}}",4000,1000,"['そば', {'@attributes': {'order': '1'}}]"
1474,6958490,カジュアルダイニング ミラフローレス 渋谷,35.652242,139.702453,http://mobile.gnavi.co.jp/shop/6958490/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{}, 11:30～15:00(L.O.14:30)、18:00～23:00(L.O.22:30),毎週月曜日,"{'note': {}, 'walk': '徒歩5', 'station': '渋谷駅', 'line': 'ＪＲ', 'station_exit': '南口'}",3000,1000,"[{'@attributes': {'order': '0'}}, {'@attributes': {'order': '1'}}]"
1475,7165084,タイ料理研究所 渋谷店,35.652861,139.703608,http://mobile.gnavi.co.jp/shop/7165084/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{}, ランチ：11:30～14:30、ディナー：17:00～23:00(L.O.22:00),無,"{'note': {}, 'walk': '徒歩3', 'station': '渋谷駅', 'line': 'ＪＲ', 'station_exit': {}}",2500,950,"['タイ料理', 'アジア・エスニック料理 その他']"
1476,7157015,貸切パーティーDining NALU 表参道,35.664425,139.714528,http://mobile.gnavi.co.jp/shop/7157015/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{}, ランチ：11:00～17:00(L.O.17:00)、カフェ：17:00～18:00<BR>月～金・日 ディナー：18:00～23:00(L.O.22:00)<BR>土 ディナー：18:00～24:00(L.O.23:00),無,"{'note': {}, 'walk': '徒歩2', 'station': '表参道駅', 'line': '地下鉄千代田線', 'station_exit': 'A2番出口'}",3500,1000,"['パーティールーム・スペース', {'@attributes': {'order': '1'}}]"
1477,6377573,炭火焼きホルモン 哲 ,35.654547,139.701956,http://mobile.gnavi.co.jp/shop/6377573/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},月～日 ディナー：17:00～翌1:00,不定休日あり,"{'note': {}, 'walk': '徒歩2', 'station': '渋谷駅', 'line': 'ＪＲ', 'station_exit': {}}",4200,{},"['焼肉', 'ホルモン']"
1478,7120884,attic room ,35.658128,139.701031,http://mobile.gnavi.co.jp/shop/7120884/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},月～日 12:00～24:00,無,"{'note': {}, 'walk': '徒歩7', 'station': '渋谷駅', 'line': 'ＪＲ', 'station_exit': {}}",2500,1000,"['ダイニングバー', 'カフェ']"
1479,6252403,新橋亭渋谷東急本店売店 ,35.657708,139.699056,http://mobile.gnavi.co.jp/shop/6252403/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{}, 10:00～20:00(【ラーメンコーナーイートイン】営業時間１１：００～１９：００カウンターで熱々料理お召し上がり頂けます。メニュー（税別）塩・醤油・タンタン麺セット￥800・ワンタン麺（塩・醤油・タンタン）￥800・中華粥￥500・焼き餃子￥300・大人気！台湾カキ氷シェ・ファ・ピン（雪花氷）￥400・果肉付￥600・飲料・お弁当各種ご用意御座います。【ランチぶっかけ丼】１０：００～１４：３０麻婆豆腐丼￥500・五目焼きそば￥600等),年中無休,"{'note': {}, 'walk': {}, 'station': {}, 'line': {}, 'station_exit': {}}",500,500,"['ラーメン・麺料理 その他', '餃子']"
1480,7126644,ウラハラ酒場 ,35.668436,139.711981,http://mobile.gnavi.co.jp/shop/7126644/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},月・火・木～土 居酒屋タイム：18:00～23:00(L.O.22:30)(★19時までご入店でハッピーアワーセット！（お好きなドリンク＋おつまみセット）),毎週水・日曜日 祝日,"{'note': {}, 'walk': '徒歩8', 'station': '原宿', 'line': 'JR', 'station_exit': '竹下口'}",2000,{},"['居酒屋', {'@attributes': {'order': '1'}}]"
1481,6291311,ジャンク堂 ,35.667231,139.710564,http://mobile.gnavi.co.jp/shop/6291311/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},月～日 ランチ・ディナー：11:30～21:00,無,"{'note': {}, 'walk': '徒歩5', 'station': '明治神宮駅', 'line': '地下鉄千代田線', 'station_exit': {}}",800,800,"['ラーメン・麺料理 その他', {'@attributes': {'order': '1'}}]"
1482,7230466,リゾットカフェ 東京基地 離 スペイン坂店,35.658197,139.702186,http://mobile.gnavi.co.jp/shop/7230466/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},火～日・祝日 ランチ：11:30～16:00<BR>火～日・祝日 ディナー：17:00～23:30,"毎週月曜日<BR>※※月曜日は定休日ですが、祝日前は営業いたします。
※たまに月曜日以外もお休みすることがあるので問い合わせをお願いいたします。","{'note': {}, 'walk': '徒歩3', 'station': '渋谷駅', 'line': '地下鉄半蔵門線', 'station_exit': '3a出口'}",1500,1100,"['イタリアン(イタリア料理)', {'@attributes': {'order': '1'}}]"
1483,6421472,beez 渋谷店,35.655272,139.706603,http://mobile.gnavi.co.jp/shop/6421472/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},月～金 ランチ・ディナー：7:00～22:30<BR>土・日・祝日 ランチ・ディナー：9:00～22:00,無,"{'note': {}, 'walk': '徒歩1', 'station': '渋谷駅', 'line': 'ＪＲ', 'station_exit': '東口'}",600,600,"['喫茶店・軽食', 'コーヒー']"
1484,6751242,わだつみ ,35.654050,139.698153,http://mobile.gnavi.co.jp/shop/6751242/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},月～土 17:00～23:00(L.O.21:30),毎週日曜日 祝日,"{'note': {}, 'walk': '徒歩2', 'station': '神泉駅', 'line': '京王井の頭線', 'station_exit': {}}",12000,{},"['和食 その他', '刺身・海鮮料理']"
1485,7212622,コンシールカフェ サクラガオカ,35.654014,139.704714,http://mobile.gnavi.co.jp/shop/7212622/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},月～木・日 11:30～24:00(L.O.23:00)<BR>金・土・祝前日 11:30～翌2:00(L.O.1:00),無,"{'note': {}, 'walk': '徒歩3', 'station': '渋谷駅', 'line': 'ＪＲ', 'station_exit': '西口'}",2500,1500,"['イタリアン(イタリア料理)', 'カフェ']"
1486,7318819,Bistro 千 ,35.656789,139.698975,http://mobile.gnavi.co.jp/shop/7318819/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{}, ディナー：17:00～24:00(L.O.23:00)(ランチ 11：30～15：00 （L．O．14：30）<BR>ランチ営業、夜10時以降入店可、日曜営業),無,"{'note': {}, 'walk': {}, 'station': {}, 'line': {}, 'station_exit': {}}",3500,1000,"['ビストロ', 'イタリアン(イタリア料理)']"
1487,7267798,禁煙カクテルバー おおしか ,35.653811,139.700019,http://mobile.gnavi.co.jp/shop/7267798/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{}, 18:00～24:00,年中無休,"{'note': {}, 'walk': '徒歩4', 'station': '渋谷駅', 'line': '京王井の頭線', 'station_exit': '西口'}",2500,{},"['バー', '宴会場']"
1488,5657290,大穀 ,35.650861,139.710728,http://mobile.gnavi.co.jp/shop/5657290/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},月～土 ランチ・ディナー：11:00～24:00,毎週日曜日,"{'note': {}, 'walk': '徒歩5', 'station': '渋谷駅', 'line': 'ＪＲ', 'station_exit': '新南口'}",800,800,"['ラーメン・麺料理 その他', {'@attributes': {'order': '1'}}]"
1489,7136753,ASTRAL LAMP ,35.659117,139.700653,http://mobile.gnavi.co.jp/shop/7136753/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},月～日 12:00～24:00,無,"{'note': {}, 'walk': '徒歩8', 'station': '渋谷駅', 'line': 'ＪＲ', 'station_exit': {}}",2500,1000,"['カフェ', {'@attributes': {'order': '1'}}]"
1490,7190475,Mo：take CAFE ,35.664431,139.720989,http://mobile.gnavi.co.jp/shop/7190475/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},月～日 9:00～23:00,年中無休,"{'note': {}, 'walk': '徒歩5', 'station': '外苑前駅', 'line': '地下鉄銀座線', 'station_exit': '1a出口'}",3900,3900,"['パーティールーム・スペース', {'@attributes': {'order': '1'}}]"
1491,6347925,カラオケ館 原宿3号店,35.666747,139.709369,http://mobile.gnavi.co.jp/shop/6347925/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},月～木・日・祝日 11:00～24:00<BR>金・土・祝前日 11:00～翌5:00,年中無休,"{'note': {}, 'walk': '徒歩10', 'station': '原宿駅', 'line': 'ＪＲ', 'station_exit': '竹下口'}",2500,1000,"['無国籍料理', {'@attributes': {'order': '1'}}]"
1492,6416139,わしょくや のっぽ ,35.664275,139.708919,http://mobile.gnavi.co.jp/shop/6416139/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},月～金 ランチ：11:30～15:30(L.O.15:00)<BR>土・日・祝 ランチ：12:00～15:30(L.O.15:00)<BR>月～日・祝日 ディナー：18:00～24:00(L.O.23:00),※年末年始,"{'note': {}, 'walk': '徒歩6', 'station': '原宿駅', 'line': 'ＪＲ', 'station_exit': '表参道口'}",4000,1000,"['居酒屋', '和食 その他']"
1493,6287923,ヤキトリてっちゃん 渋谷店 ,35.655131,139.700800,http://mobile.gnavi.co.jp/shop/6287923/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},{},"{'note': {}, 'walk': {}, 'station': {}, 'line': {}, 'station_exit': {}}",2000,{},"['焼き鳥', {'@attributes': {'order': '1'}}]"
1494,5428748,和乃匠 ,35.658864,139.715361,http://mobile.gnavi.co.jp/shop/5428748/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},月～金 ランチ：11:30～15:00(L.O.14:30)、ディナー：17:30～23:00(L.O.22:00),毎週土・日曜日 祝日,"{'note': {}, 'walk': '徒歩3', 'station': '表参道駅', 'line': '地下鉄', 'station_exit': 'B1番出口'}",4500,1000,"['居酒屋', '和食 その他']"
