,,,,,,,,,,,,,,居酒屋,日本料理・郷土料理,すし・魚料理・シーフード,鍋,焼肉・ホルモン,焼き鳥・肉料理・串料理,和食,お好み焼き・粉物,ラーメン・麺料理,中華,イタリアン・フレンチ,洋食,欧米・各国料理,カレー,アジア・エスニック料理,オーガニック・創作料理,ダイニングバー・バー・ビアホール,お酒,カフェ・スイーツ,宴会・カラオケ・エンターテイメント,ファミレス・ファーストフード,その他の料理
1088,g897482,ワインの酒場 ディプント 渋谷駅前店,35.656542,139.704981,〒150-0002 東京都渋谷区渋谷1-24-16 みずほ銀行 遠州屋共同ビルB1,http://mobile.gnavi.co.jp/shop/g897482/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/esb47wkp0000/t_0000.jpg,http://uds.gnst.jp/rest/img/esb47wkp0000/t_0001.jpg, 16:00～翌5:00,無,"{'note': {}, 'line': 'ＪＲ', 'walk': '1', 'station': '渋谷駅', 'station_exit': {}}",2500,1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1089,gesf291,BAGEL ＆ BAGEL エチカ表参道店,35.662019,139.715478,〒107-0061 東京都港区北青山3-6-12 エチカ表参道B2,http://mobile.gnavi.co.jp/shop/gesf291/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/pmdtp7150000/t_0000.jpg,{},月～土 10:00～22:00<BR>日・祝日 10:00～21:00,{},"{'note': {}, 'line': '地下鉄銀座線', 'walk': '1', 'station': '表参道駅', 'station_exit': {}}",800,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1090,gdyd473,焼鳥屋 鳥貴族 渋谷西口店,35.654392,139.702725,〒150-0043 東京都渋谷区道玄坂1-7-1 第一渋観ビル5F,http://mobile.gnavi.co.jp/shop/gdyd473/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/2f57gkc30000/t_0000.jpg,{}, 17:00～翌5:00(L.O.4:30),※12／31、1／1,"{'note': {}, 'line': 'ＪＲ', 'walk': '3', 'station': '渋谷駅', 'station_exit': '西口'}",2000,914,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1091,a444710,月の宴 渋谷宮益坂店,35.657044,139.706411,〒150-0002 東京都渋谷区渋谷1-12-1 ヒューマックスパビリオン渋谷宮益坂3F,http://mobile.gnavi.co.jp/shop/a444710/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/es4yn9rz0000/t_02ml.jpg,http://uds.gnst.jp/rest/img/es4yn9rz0000/t_02mm.jpg, 17:00～翌5:00,無,"{'note': {}, 'line': '東急東横線', 'walk': '3', 'station': '渋谷駅', 'station_exit': {}}",3200,1463,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1092,ga74901,Lanikai Terrace by TABIKOBO ,35.665617,139.720131,〒107-0062 東京都港区南青山2-27-18 パサージュ青山2F,http://mobile.gnavi.co.jp/shop/ga74901/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/3m5uh1xa0000/t_002b.jpg,http://uds.gnst.jp/rest/img/3m5uh1xa0000/t_002a.jpg,月～土 7:00～23:00(L.O.22:30)<BR>日・祝日 7:00～18:00,無,"{'note': {}, 'line': '地下鉄銀座線', 'walk': '1', 'station': '外苑前駅', 'station_exit': '1a出口'}",2500,1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1093,g383619,牛兵衛 草庵 西武渋谷店,35.656981,139.703503,〒150-0042 東京都渋谷区宇田川町21-1 西武渋谷店 8Fダイニングプラザ,http://mobile.gnavi.co.jp/shop/g383619/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/p23rbth90000/t_0033.jpg,http://uds.gnst.jp/rest/img/p23rbth90000/t_0034.jpg,月～日 11:00～23:00(L.O.22:00、ドリンクL.O.22:00)(ランチタイム（11：00～15：00）),不定休日あり<BR>※(シブヤ西武百貨店に準ずる),"{'note': {}, 'line': 'ＪＲ', 'walk': '1', 'station': '渋谷駅', 'station_exit': 'ハチ公口'}",6000,2743,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,gepx106,テング酒場 渋谷レンガビル店,35.654925,139.702572,〒150-0043 東京都渋谷区道玄坂1-5-9 ザ・レンガビルB1,http://mobile.gnavi.co.jp/shop/gepx106/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/8ez84zn60000/t_003h.jpg,http://uds.gnst.jp/rest/img/8ez84zn60000/t_003i.jpg,月～金 11:30～23:30<BR>土・日・祝日 16:00～23:30,年中無休,"{'note': {}, 'line': 'ＪＲ', 'walk': '1', 'station': '渋谷駅', 'station_exit': {}}",2200,1006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095,gdg6701,Restaurant Portus ,35.666586,139.724314,〒107-0062 東京都港区南青山2-15-5,http://mobile.gnavi.co.jp/shop/gdg6701/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/msn911zc0000/t_000a.jpg,{},金・土 ランチ：11:45～15:00(L.O.14:00)<BR>月～土 ディナー：18:00～23:00(L.O.21:00)<BR>月～土 バー：21:00～23:00(L.O.22:30),毎週日曜日 第3月曜日 祝日,"{'note': {}, 'line': '地下鉄銀座線', 'walk': '5', 'station': '外苑前駅', 'station_exit': '4a出口'}",7000,3201,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1096,g183513,築地寿司清 渋谷店,35.655919,139.701975,〒150-0043 東京都渋谷区道玄坂2-6-17 渋東シネタワーB2,http://mobile.gnavi.co.jp/shop/g183513/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/rwtt50jv0000/t_000w.jpg,http://uds.gnst.jp/rest/img/rwtt50jv0000/t_000x.jpg,月～金 11:30～22:30(L.O.22:00)<BR>土・日・祝 11:30～22:00(L.O.21:30),無,"{'note': {}, 'line': 'ＪＲ', 'walk': '3', 'station': '渋谷駅', 'station_exit': {}}",3500,1600,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1097,gdp4600,南青山MANDALA ,35.664792,139.720289,〒107-0062 東京都港区南青山3-2-2 MRビルB1,http://mobile.gnavi.co.jp/shop/gdp4600/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/2a07kjtr0000/t_0000.jpg,http://uds.gnst.jp/rest/img/2a07kjtr0000/t_0007.jpg, 18:00～24:00(L.O.23:30)(※イベントにより時間に変動があります。),年中無休,"{'note': {}, 'line': '地下鉄銀座線', 'walk': '5', 'station': '外苑前駅', 'station_exit': '1a出口'}",5000,2286,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1098,gaa1105,香港料理 居酒屋 味仙 青山店,35.667392,139.722769,〒107-0062 東京都港区南青山2-22-2 1F,http://mobile.gnavi.co.jp/shop/gaa1105/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/h4hr7y6n0000/t_0000.jpg,http://uds.gnst.jp/rest/img/h4hr7y6n0000/t_0007.jpg, 11:00～23:30,年中無休,"{'note': {}, 'line': '地下鉄銀座線', 'walk': '1', 'station': '外苑前駅', 'station_exit': '4a出口'}",2500,1143,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1099,g603403,とらふぐ亭 渋谷店,35.653383,139.698511,〒150-0044 東京都渋谷区円山町5-6 キングビル1F,http://mobile.gnavi.co.jp/shop/g603403/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/a2nm32ya0000/t_01tz.jpg,http://uds.gnst.jp/rest/img/a2nm32ya0000/t_01u0.jpg, ランチ：11:30～15:00(L.O.14:00)<BR>月～土 17:00～24:00((L.I.23:00))<BR>日・祝日 16:00～23:30((L.I.22:30)),無,"{'note': {}, 'line': 'ＪＲ', 'walk': '5', 'station': '渋谷駅', 'station_exit': 'ハチ公口'}",7000,3201,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,gej5200,BRITISH INDIAN CAFE 1930 ,35.667894,139.712231,〒150-0001 東京都渋谷区神宮前3-27-7,http://mobile.gnavi.co.jp/shop/gej5200/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/ec82my5w0000/t_002f.jpg,{}, 11:30～21:00(L.O.21:00)、ランチ：11:30～15:00(L.O.15:00),年中無休,"{'note': {}, 'line': '地下鉄副都心線', 'walk': '7', 'station': '明治神宮前駅', 'station_exit': '神宮前交差点方面改札口'}",2000,914,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1101,ganm400,ハノイのホイさん ,35.652939,139.704078,〒150-0031 東京都渋谷区桜丘町17-6 協栄ビル1F,http://mobile.gnavi.co.jp/shop/ganm400/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/96ykpvne0000/t_007n.jpg,http://uds.gnst.jp/rest/img/96ykpvne0000/t_007o.jpg,月～土 ランチ：11:30～15:00(L.O.14:30、ドリンクL.O.14:30)(※ランチタイムのご予約はコース料理（2500円）のみとなります。)<BR>月～土 ディナー：17:30～23:00(L.O.22:00、ドリンクL.O.22:30),毎週日曜日<BR>※祝日につきましては通常営業いたします。,"{'note': {}, 'line': 'ＪＲ', 'walk': '3', 'station': '渋谷駅', 'station_exit': {}}",3000,1372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1102,g861800,陳麻家 渋谷宮益坂店,35.657553,139.708608,〒150-0002 東京都渋谷区渋谷1-6-7 ICIビル1F,http://mobile.gnavi.co.jp/shop/g861800/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/bpga7d720000/t_000n.jpg,{},月～土 11:30～23:00(L.O.22:15),毎週日曜日,"{'note': {}, 'line': 'ＪＲ', 'walk': '5', 'station': '渋谷駅', 'station_exit': 'ハチ公口'}",3000,1372,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1103,gd09700,重よし ,35.665867,139.706639,〒150-0001 東京都渋谷区神宮前6-35-3 コープオリンピア1F,http://mobile.gnavi.co.jp/shop/gd09700/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/n2kb6bka0000/t_0004.jpg,http://uds.gnst.jp/rest/img/n2kb6bka0000/t_0005.jpg,月～土 昼の部：12:00～13:30(L.O.13:30)<BR>月～土 夜の部：17:30～22:00(L.O.21:00),毎週日曜日<BR>※(祝日の月曜),"{'note': {}, 'line': 'ＪＲ', 'walk': '1', 'station': '原宿駅', 'station_exit': '表参道口'}",20000,9144,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,ge2t700,代官山 comecafe Osamu bar ,35.649956,139.707194,〒150-0032 東京都渋谷区鶯谷町8-10 代官山トゥエルブII2F-A,http://mobile.gnavi.co.jp/shop/ge2t700/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/d72n0aw30000/t_007q.jpg,http://uds.gnst.jp/rest/img/d72n0aw30000/t_003u.jpg,火～木 ランチ：11:30～14:30<BR>火～木 ディナー：18:00～翌1:00(L.O.24:00、ドリンクL.O.24:00)<BR>金～日・祝日 12:00～翌1:00(L.O.24:00、ドリンクL.O.24:00),毎週月曜日,"{'note': {}, 'line': 'ＪＲ', 'walk': '8', 'station': '渋谷駅', 'station_exit': '南口'}",3000,1372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1105,a827400,炙り焼きとおばんざい 茶茶Ｒｙｕ‐ｒｅｙ,35.659306,139.715494,〒107-0062 東京都港区南青山5-8-3 equboビル4F,http://mobile.gnavi.co.jp/shop/a827400/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/br4w6ku50000/t_00aq.jpg,http://uds.gnst.jp/rest/img/br4w6ku50000/t_00ap.jpg,月～日 17:00～23:30(L.O.22:30、ドリンクL.O.23:00),無,"{'note': {}, 'line': '地下鉄', 'walk': '3', 'station': '表参道駅', 'station_exit': {}}",4500,2058,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1106,gepm800,チャイニーズレストラン Essence ,35.664344,139.718378,〒107-0062 東京都港区南青山3-8-2 サンブリッジ青山1F,http://mobile.gnavi.co.jp/shop/gepm800/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/dya0gspx0000/t_0000.jpg,http://uds.gnst.jp/rest/img/dya0gspx0000/t_0001.jpg, ランチ：11:30～16:00(L.O.16:00)、ディナー：18:00～22:00(L.O.22:00),不定休日あり,"{'note': {}, 'line': '地下鉄銀座線', 'walk': '5', 'station': '表参道駅', 'station_exit': {}}",7000,3201,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1107,gcn6700,ギャルカフェ 10sion ,35.657908,139.701547,〒150-0042 東京都渋谷区宇田川町13-9 KN渋谷2ビル7F,http://mobile.gnavi.co.jp/shop/gcn6700/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/cex1ya630000/t_004e.jpg,{},月～日・祝前日・祝日 20:00～翌5:00(年中無休！祝前日や祝日も営業！),年中無休,"{'note': {}, 'line': 'ＪＲ', 'walk': '5', 'station': '渋谷駅', 'station_exit': 'ハチ公口'}",4000,1829,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1108,g841300,ヌーベルシノワ 一品香 ,35.652447,139.701808,〒150-0031 東京都渋谷区桜丘町30-3 カヲリビルB1,http://mobile.gnavi.co.jp/shop/g841300/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/dg3vpc210000/t_00bw.jpg,http://uds.gnst.jp/rest/img/dg3vpc210000/t_00c8.jpg,月～土 ランチ：11:30～15:00(L.O.14:30)<BR>月～土 ディナー：17:00～23:00(L.O.21:30),毎週日曜日 祝日<BR>※（パーティー予約のみ営業）,"{'note': {}, 'line': 'ＪＲ', 'walk': '5', 'station': '渋谷駅', 'station_exit': '南口'}",4500,2058,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1109,g166305,九州藩 渋谷宇田川店,35.657508,139.702586,〒150-0042 東京都渋谷区宇田川町17-2 伸工ビルB1,http://mobile.gnavi.co.jp/shop/g166305/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/21a3tjcz0000/t_001c.jpg,http://uds.gnst.jp/rest/img/21a3tjcz0000/t_001d.jpg,月～土 16:30～翌2:00(L.O.1:30)<BR>日・祝日 16:30～23:30(L.O.23:00),無,"{'note': {}, 'line': 'ＪＲ', 'walk': '3', 'station': '渋谷駅', 'station_exit': 'ハチ公口'}",4200,1920,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,gcwh401,やきとり○金 渋谷文化村通り店,35.657811,139.699983,〒150-0042 東京都渋谷区宇田川町33-12 J＋RビルサイドR 2F,http://mobile.gnavi.co.jp/shop/gcwh401/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/b1z7a7bj0000/t_0000.jpg,{}, 16:00～24:00,年中無休,"{'note': {}, 'line': 'ＪＲ', 'walk': '5', 'station': '渋谷駅', 'station_exit': 'ハチ公口'}",2200,1006,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,gadc200,道玄坂ハイボール ,35.655519,139.702239,〒150-0043 東京都渋谷区道玄坂2-6-7 道玄坂Tビル3F,http://mobile.gnavi.co.jp/shop/gadc200/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/ffz0xjbm0000/t_000f.jpg,http://uds.gnst.jp/rest/img/ffz0xjbm0000/t_000g.jpg,月～金 17:00～翌5:00(L.O.4:00)<BR>土 17:00～翌1:00(L.O.24:00)(  ※21時以降のご予約は受け付けておりません。ご了承ください。),毎週日曜日,"{'note': {}, 'line': 'ＪＲ', 'walk': '1', 'station': '渋谷駅', 'station_exit': {}}",2500,1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1112,gc0z900,TOKYO FAMILY RESTAURANT ,35.654375,139.711453,〒150-0011 東京都渋谷区東1-3-1 カミニート20 3F,http://mobile.gnavi.co.jp/shop/gc0z900/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/1u1wp68f0000/t_0001.jpg,http://uds.gnst.jp/rest/img/1u1wp68f0000/t_0002.gif,月～金 12:00～24:00(L.O.23:00)<BR>土 18:00～24:00(L.O.23:00),毎週日曜日,"{'note': {}, 'line': 'ＪＲ', 'walk': '10', 'station': '渋谷駅', 'station_exit': {}}",3000,1372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1113,g126400,Ａｑｕａｖｉｔ ,35.658019,139.701175,〒150-0042 東京都渋谷区宇田川町31-4 シノダビルB1,http://mobile.gnavi.co.jp/shop/g126400/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/5dy51ccj0000/t_00gh.jpg,http://uds.gnst.jp/rest/img/5dy51ccj0000/t_00gi.jpg,月～土 18:00～翌4:00(L.O.3:00、ドリンクL.O.3:30)<BR>日・祝日 18:00～24:00(L.O.23:00、ドリンクL.O.23:30),毎週日曜日<BR>※連休中の日曜日は営業します。その場合、連休最終日が休みとなります。,"{'note': {}, 'line': 'ＪＲ', 'walk': '5', 'station': '渋谷駅', 'station_exit': {}}",3500,1600,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1114,gdre800,Kushiage とも屋 ,35.667469,139.724017,〒107-0062 東京都港区南青山2-13-5 カーサMY102,http://mobile.gnavi.co.jp/shop/gdre800/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/4kz920nc0000/t_0000.jpg,http://uds.gnst.jp/rest/img/4kz920nc0000/t_0001.jpg,月～金 ディナー：18:00～23:00(L.O.22:30)<BR>土 ディナー：18:00～22:00(L.O.21:30),毎週日曜日 祝日,"{'note': {}, 'line': '地下鉄銀座線', 'walk': '5', 'station': '外苑前駅', 'station_exit': '4A出口'}",3500,1600,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1115,a801207,西楼厨 ,35.655028,139.702011,〒150-0043 東京都渋谷区道玄坂1-12-3 渋谷マークシティ RESTAURANTS AVENUE 4F,http://mobile.gnavi.co.jp/shop/a801207/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/cppk5rzg0000/t_000q.jpg,http://uds.gnst.jp/rest/img/cppk5rzg0000/t_000r.gif,月～日 11:00～23:00(L.O.22:30),不定休日あり,"{'note': {}, 'line': 'ＪＲ', 'walk': '1', 'station': '渋谷駅', 'station_exit': {}}",1800,823,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1116,e910286,松屋 南青山店,35.667667,139.722889,〒107-0062 東京都港区南青山2-22-1 竹谷ビル1・2F,http://mobile.gnavi.co.jp/shop/e910286/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/bdb9jpf50000/t_000s.jpg,{}, 24時間営業,年中無休,"{'note': {}, 'line': {}, 'walk': {}, 'station': {}, 'station_exit': {}}",500,229,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,ge66800,個室貸切 Drill 渋谷桜丘店,35.651942,139.701319,〒150-0031 東京都渋谷区桜丘町30-9 桜丘芳和ビルB1,http://mobile.gnavi.co.jp/shop/ge66800/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/89ztw1170000/t_000h.jpg,{},月～土 19:00～翌2:00(L.O.1:30),毎週日曜日 祝日,"{'note': {}, 'line': 'ＪＲ', 'walk': '5', 'station': '渋谷駅', 'station_exit': '西口'}",3000,1372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1118,a418532,チーズダイニング CheeseTable ‐チーズテーブル‐ 渋谷,35.658797,139.702178,〒150-8377 東京都渋谷区宇田川町15-1 渋谷パルコPART1-7F,http://mobile.gnavi.co.jp/shop/a418532/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/gxhnnv0x0000/t_004j.jpg,http://uds.gnst.jp/rest/img/gxhnnv0x0000/t_004k.jpg,月～木・日・祝日 ランチ・ディナー：11:00～23:30(L.O.22:00、ドリンクL.O.22:30)<BR>金・土・祝前日 ランチ・ディナー：11:00～24:00(L.O.22:30、ドリンクL.O.23:00),不定休日あり<BR>※渋谷パルコに準ずる。,"{'note': {}, 'line': 'ＪＲ', 'walk': '7', 'station': '渋谷駅', 'station_exit': 'ハチ公口'}",3000,1372,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1119,g095645,ぶっちぎり酒場 渋谷スペイン坂店,35.657719,139.701897,〒150-0042 東京都渋谷区宇田川町13-7 小安ビル6F,http://mobile.gnavi.co.jp/shop/g095645/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/s88ts1hz0000/t_00j8.jpg,{},月～日 16:00～翌5:00(L.O.4:30),無,"{'note': {}, 'line': 'ＪＲ', 'walk': '3', 'station': '渋谷駅', 'station_exit': {}}",2000,914,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,g363600,鉄板焼きステーキ あずま ,35.668556,139.711861,〒150-0001 東京都渋谷区神宮前3-27-17 ティーズ2(2F),http://mobile.gnavi.co.jp/shop/g363600/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/mya4xp270000/t_003t.jpg,http://uds.gnst.jp/rest/img/mya4xp270000/t_003u.jpg,月～土 ランチ：11:30～15:00<BR>月～土 ディナー：17:00～23:00(L.O.22:00),毎週日曜日,"{'note': {}, 'line': 'ＪＲ', 'walk': '7', 'station': '原宿駅', 'station_exit': {}}",12000,5487,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,geh5400,MASACAFE ,35.669842,139.712486,〒150-0001 東京都渋谷区神宮前2-31-7 ビラグロリアB1,http://mobile.gnavi.co.jp/shop/geh5400/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/7eurb8wv0000/t_0008.jpg,{}, ランチ：11:30～16:00、カフェ：16:00～18:00、居酒屋タイム：18:00～23:00(L.O.22:30),毎週日曜日 祝日,"{'note': {}, 'line': '地下鉄', 'walk': '9', 'station': '明治神宮前駅', 'station_exit': '神宮前交差点方面改札口'}",3000,1372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1122,ga16264,月の宴 渋谷ハチ公口駅前店,35.656053,139.703131,〒150-0043 東京都渋谷区道玄坂2-3-1 澁谷駅前ビル9F,http://mobile.gnavi.co.jp/shop/ga16264/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/bvyvu31p0000/t_02ww.jpg,http://uds.gnst.jp/rest/img/bvyvu31p0000/t_02wx.jpg, 11:00～24:00(上記営業時間は～11/30まで)、ランチ：11:00～15:00,無,"{'note': {}, 'line': 'ＪＲ', 'walk': '1', 'station': '渋谷駅', 'station_exit': {}}",3200,1463,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1123,e990362,餃子の王将 渋谷ハチ公口店,35.656472,139.704364,〒150-0002 東京都渋谷区渋谷1-27-1,http://mobile.gnavi.co.jp/shop/e990362/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/sb18v0gh0000/t_0021.jpg,http://uds.gnst.jp/rest/img/sb18v0gh0000/t_0022.jpg,月・日 11:00～24:00((L.O.))<BR>火～土 11:00～翌1:00((L.O.)),年中無休<BR>※※2016年5月1日～改装の為、休業致します。2017年3月1日オープン予定となります。  ※年末年始の営業は異なります,"{'note': {}, 'line': 'ＪＲ', 'walk': '2', 'station': '渋谷駅', 'station_exit': 'ハチ公口'}",800,366,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1124,g708300,コンコンブル ,35.656869,139.706375,〒150-0002 東京都渋谷区渋谷1-12-24 707渋谷ビル1F,http://mobile.gnavi.co.jp/shop/g708300/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/c53buca80000/t_000m.jpg,http://uds.gnst.jp/rest/img/c53buca80000/t_000n.gif,月～日 11:30～15:30(L.O.14:00)(※第3水曜日のランチのみお休みします。)<BR>月～日 18:00～23:00(L.O.21:30),無,"{'note': {}, 'line': 'ＪＲ', 'walk': '1', 'station': '渋谷駅', 'station_exit': '東口'}",5000,2286,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1125,gcpy152,サンマルクカフェ 渋谷道玄坂店,35.656089,139.701206,〒150-0043 東京都渋谷区道玄坂2-29-8,http://mobile.gnavi.co.jp/shop/gcpy152/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/306rkxus0000/t_0005.jpg,{}, 7:00～23:30,年中無休,"{'note': {}, 'line': {}, 'walk': {}, 'station': {}, 'station_exit': {}}",500,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
