,0,1,2,3,4,5,6,7,8,9,10
1601,日本酒バル Chintara ,35.655856,139.699553,http://mobile.gnavi.co.jp/shop/7077372/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月・水・木・土 17:00～24:00<BR>金・祝前日 17:00～翌2:00<BR>日 15:00～22:00,毎週火曜日<BR>※※年末年始,"{'line': 'ＪＲ', 'station_exit': {}, 'walk': '徒歩3', 'note': {}, 'station': '渋谷駅'}",3500,{},"['シーフード料理', '居酒屋']"
1602,ワイン食堂 がっと－gatto－ ,35.653989,139.697517,http://mobile.gnavi.co.jp/shop/6410183/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～金 ランチ：11:30～14:30(L.O.14:30)(（土日祝日除く）)<BR>月～土・祝日 ディナー：17:30～24:00(L.O.22:30),毎週日曜日,"{'line': '京王井の頭線', 'station_exit': '北口・南口', 'walk': '徒歩1', 'note': {}, 'station': '神泉駅'}",3500,1000,"['ビストロ', 'ワイン']"
1603,木と水と土と ,35.664336,139.713211,http://mobile.gnavi.co.jp/shop/7085714/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{}, 9:00～21:00(L.O.20:00),無,"{'line': '地下鉄銀座線', 'station_exit': 'A2番出口', 'walk': '徒歩3', 'note': {}, 'station': '表参道駅'}",1500,{},"['カフェ', {'@attributes': {'order': '1'}}]"
1604,プエブロ青山 ,35.659558,139.714164,http://mobile.gnavi.co.jp/shop/1011542/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～金 ランチ：11:30～14:00、ディナー：18:00～23:00(L.O.22:00)<BR>土・祝日 17:00～23:00(L.O.22:00),毎週日曜日 第3月曜日<BR>※※祝日の場合は翌日が定休,"{'line': '地下鉄', 'station_exit': 'B1番出口', 'walk': '徒歩2', 'note': {}, 'station': '表参道駅'}",4500,{},"['スペイン料理', 'ワイン']"
1605,とんこつラーメン博多風龍 渋谷バスケ通り店,35.657428,139.701825,http://mobile.gnavi.co.jp/shop/7236454/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～土 ランチ・ディナー：11:00～翌3:00<BR>日 ランチ・ディナー：11:00～20:00(※日曜日の翌日が休日の場合、 日曜日の営業時間は翌03:00までとなります。),無,"{'line': 'ＪＲ', 'station_exit': 'ハチ公口', 'walk': '徒歩5', 'note': {}, 'station': '渋谷駅'}",550,550,"['ラーメン', {'@attributes': {'order': '1'}}]"
1606,サバティーニ青山 ,35.666733,139.719272,http://mobile.gnavi.co.jp/shop/6295528/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～日 ランチ：11:30～15:00(L.O.14:00)<BR>月～日 ディナー：17:30～23:00(L.O.21:30),不定休日あり<BR>※※年末年始,"{'line': '地下鉄銀座線', 'station_exit': '3番出口', 'walk': '徒歩1', 'note': {}, 'station': '外苑前駅'}",15000,3000,"['イタリアン(イタリア料理)', {'@attributes': {'order': '1'}}]"
1607,まぐろ問屋三浦三崎港恵み 渋谷ヒカリエ店,35.655736,139.706547,http://mobile.gnavi.co.jp/shop/6435446/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～日 ランチ・ディナー：11:00～23:00(L.O.22:30),無,"{'line': 'ＪＲ', 'station_exit': {}, 'walk': '徒歩1', 'note': {}, 'station': '渋谷駅'}",3000,1500,"['回転寿司', {'@attributes': {'order': '1'}}]"
1608,かっぱ ,35.654925,139.702508,http://mobile.gnavi.co.jp/shop/1017479/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～土 ディナー：17:00～翌5:00(L.O.4:00)<BR>日 ディナー：15:00～24:00,無,"{'line': 'ＪＲ', 'station_exit': '南口', 'walk': '徒歩3', 'note': {}, 'station': '渋谷駅'}",2500,{},"['居酒屋', 'スペインバル・イタリアンバール']"
1609,バー ムーンシャイナー ,35.657094,139.701558,http://mobile.gnavi.co.jp/shop/7153742/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～日 ディナー：19:00～翌4:00(L.O.4:00),無,"{'line': 'ＪＲ', 'station_exit': 'ハチ公改札口', 'walk': '徒歩4', 'note': {}, 'station': '渋谷駅'}",3000,{},"['居酒屋', 'バー']"
1610,See’s CANDIES ,35.663975,139.714394,http://mobile.gnavi.co.jp/shop/6208224/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～日 ランチ・ディナー：11:30～19:30,年中無休<BR>※（年末年始のみお休み）,"{'line': {}, 'station_exit': {}, 'walk': {}, 'note': {}, 'station': {}}",{},{},"['ケーキ屋・スイーツ', {'@attributes': {'order': '1'}}]"
1611,ポンディシェリ ,35.667308,139.729639,http://mobile.gnavi.co.jp/shop/6277640/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～金 ランチ：11:00～17:00<BR>土・日・祝 ランチ：11:00～15:00<BR>月～日 ディナー：17:00～22:00(L.O.22:00),年中無休,"{'line': '地下鉄', 'station_exit': {}, 'walk': '徒歩2', 'note': {}, 'station': '青山一丁目駅'}",2500,890,"['インド料理', {'@attributes': {'order': '1'}}]"
1612,和味餃子 ,35.669011,139.70665,http://mobile.gnavi.co.jp/shop/7208602/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月・水～日・祝日 11:00～23:00(昼11：00～15：00<BR>夜18：00～23：00),毎週火曜日,"{'line': {}, 'station_exit': {}, 'walk': {}, 'note': {}, 'station': {}}",1500,800,"['餃子', {'@attributes': {'order': '1'}}]"
1613,渋谷貸切ダイニング Villas Group‐ヴィラスグループ‐ ,35.657664,139.700028,http://mobile.gnavi.co.jp/shop/7146509/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{}, 18:00～翌5:00,年中無休,"{'line': 'ＪＲ', 'station_exit': {}, 'walk': '徒歩5', 'note': {}, 'station': '渋谷駅'}",2500,{},"['パーティールーム・スペース', 'イタリアン(イタリア料理)']"
1614,hanami ,35.661194,139.712156,http://mobile.gnavi.co.jp/shop/7178749/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{}, 9:00～18:00(※パーティーのご予約などは事前にご相談ください♪),不定休日あり,"{'line': '地下鉄千代田線', 'station_exit': 'A1番出口', 'walk': '徒歩3', 'note': {}, 'station': '表参道駅'}",2000,1000,"['洋食 その他', 'カフェ']"
1615,香港ロジ 原宿店,35.670572,139.713806,http://mobile.gnavi.co.jp/shop/6391023/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～金・日 ランチ：11:00～15:00<BR>月～金・日 ディナー：17:00～23:00(L.O.22:45),毎週土曜日<BR>※※12／30～1／2,"{'line': 'ＪＲ', 'station_exit': {}, 'walk': '徒歩12', 'note': {}, 'station': '原宿駅'}",2500,850,"['広東料理', {'@attributes': {'order': '1'}}]"
1616,おつな寿司南青山店 ,35.659619,139.714697,http://mobile.gnavi.co.jp/shop/5364404/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},"{'line': {}, 'station_exit': {}, 'walk': {}, 'note': {}, 'station': {}}",{},{},"['寿司', {'@attributes': {'order': '1'}}]"
1617,カラオケ館 原宿3号店,35.666747,139.709369,http://mobile.gnavi.co.jp/shop/6347925/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～木・日・祝日 11:00～24:00<BR>金・土・祝前日 11:00～翌5:00,年中無休,"{'line': 'ＪＲ', 'station_exit': '竹下口', 'walk': '徒歩10', 'note': {}, 'station': '原宿駅'}",2500,1000,"['無国籍料理', {'@attributes': {'order': '1'}}]"
1618,L’AS ,35.662775,139.720253,http://mobile.gnavi.co.jp/shop/7120680/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},土・日・祝 ランチ：12:00～15:00(L.O.13:00)<BR>月～土 ディナー：17:30～24:00(L.O.22:30)<BR>日・祝日 ディナー：17:00～23:30(L.O.22:00),不定休日あり<BR>※※火曜日を中心に6回,"{'line': '地下鉄千代田線', 'station_exit': {}, 'walk': '徒歩7', 'note': {}, 'station': '表参道駅'}",8000,6000,"['フレンチ(フランス料理)', 'ビストロ']"
1619,クロコダイル ,35.661133,139.705817,http://mobile.gnavi.co.jp/shop/6415712/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～日 ディナー：18:00～翌1:00(L.O.24:30),無,"{'line': 'ＪＲ', 'station_exit': {}, 'walk': '徒歩8', 'note': {}, 'station': '原宿駅'}",3000,{},"['クラブ・ラウンジ', '洋食 その他']"
1620,わしょくや のっぽ ,35.664275,139.708919,http://mobile.gnavi.co.jp/shop/6416139/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～金 ランチ：11:30～15:30(L.O.15:00)<BR>土・日・祝 ランチ：12:00～15:30(L.O.15:00)<BR>月～日・祝日 ディナー：18:00～24:00(L.O.23:00),※年末年始,"{'line': 'ＪＲ', 'station_exit': '表参道口', 'walk': '徒歩6', 'note': {}, 'station': '原宿駅'}",4000,1000,"['居酒屋', '和食 その他']"
1621,寅や ,35.662528,139.696911,http://mobile.gnavi.co.jp/shop/6094551/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～金 ランチ：11:30～14:30(L.O.14:00)、ディナー：18:00～24:30(L.O.23:30)<BR>土 ディナー：17:00～24:00(L.O.23:00),毎週日曜日 祝日,"{'line': '地下鉄千代田線', 'station_exit': '4番出口', 'walk': '徒歩6', 'note': {}, 'station': '代々木公園駅'}",5000,{},"['居酒屋', 'そば']"
1622,Wine＆Grill TACT． ,35.657219,139.710628,http://mobile.gnavi.co.jp/shop/7296313/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{}, ランチ：11:30～15:00(L.O.14:45)、ディナー：17:00～23:30(L.O.23:00)(金、祝日前はラストオーダー時刻が変わる事があります。詳しくはお店まで。),毎週日曜日<BR>夏期休暇（2016年8月15日～2016年8月15日）,"{'line': {}, 'station_exit': {}, 'walk': {}, 'note': {}, 'station': {}}",5000,1000,"['イタリアン(イタリア料理)', 'ワイン']"
1623,バー銀座パノラマ 渋谷店 ,35.653969,139.700197,http://mobile.gnavi.co.jp/shop/6084656/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{}, 18:00～翌3:00,毎週日曜日 祝日<BR>※※年末年始,"{'line': {}, 'station_exit': {}, 'walk': {}, 'note': {}, 'station': {}}",3000,{},"['ダイニングバー', '欧米・各国料理 その他']"
1624,ラーメン専門店 凪 ,35.654197,139.711261,http://mobile.gnavi.co.jp/shop/6038945/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～日 ランチ：11:30～15:00(L.O.14:30)<BR>月～日 ディナー：18:00～24:00,無,"{'line': 'JR線', 'station_exit': '南口', 'walk': '徒歩8', 'note': {}, 'station': '渋谷駅'}",{},{},"['ラーメン・麺料理 その他', {'@attributes': {'order': '1'}}]"
1625,CAFE BANYAN ,35.663431,139.710008,http://mobile.gnavi.co.jp/shop/6899447/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～金 10:00～22:30(L.O.22:00)<BR>土・日・祝 10:00～21:00(L.O.20:30),無,"{'line': '地下鉄千代田線', 'station_exit': '4番・5番出口', 'walk': '徒歩3', 'note': {}, 'station': '明治神宮前駅'}",2000,1500,"['ハワイアン料理', 'クラブ・ラウンジ']"
1626,八百屋カフェ SHIBUYA,35.654064,139.701253,http://mobile.gnavi.co.jp/shop/7174497/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～金 ランチ：11:00～15:00(L.O.14:30)<BR>月～金 バー：18:00～23:00(L.O.22:30)<BR>土 バー：18:00～23:00(L.O.22:30),毎週日曜日 祝日,"{'line': '京王井の頭線', 'station_exit': {}, 'walk': '徒歩5', 'note': {}, 'station': '渋谷駅'}",4000,900,"['スペインバル・イタリアンバール', {'@attributes': {'order': '1'}}]"
1627,和食らうんじ ナーダ ,35.649906,139.711725,http://mobile.gnavi.co.jp/shop/5821561/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{}, 18:00～翌1:00(L.O.24:00)(※夜間の場合はお問い合わせください。<BR>),毎週日曜日 祝日,"{'line': '地下鉄日比谷線', 'station_exit': '西口', 'walk': '徒歩9', 'note': {}, 'station': '恵比寿駅'}",5000,{},"['和食 その他', 'おばんざい']"
1628,PLUG ,35.656958,139.7042,http://mobile.gnavi.co.jp/shop/7120568/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{}, 11:00～翌5:00(L.O.4:00),年中無休,"{'line': 'JR', 'station_exit': 'ハチ公口', 'walk': '徒歩1', 'note': {}, 'station': '渋谷駅'}",3000,3000,"['ダイニングバー', 'パーティールーム・スペース']"
1629,プレジス ,35.657058,139.711883,http://mobile.gnavi.co.jp/shop/7269499/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{}, ランチ：11:00～15:00(L.O.14:30)、ディナー：17:00～23:00(L.O.22:30),毎週日曜日,"{'line': '地下鉄千代田線', 'station_exit': 'B1番出口', 'walk': '徒歩7', 'note': {}, 'station': '表参道駅'}",4000,1000,"['イタリアン(イタリア料理)', 'ワイン']"
1630,In De Bourgondische Hemel ,35.654958,139.699697,http://mobile.gnavi.co.jp/shop/1094264/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～日 ディナー：17:00～翌3:00(L.O.2:00),無<BR>※※12／31は17：00～24：00までとなります。1／1はお休みです。,"{'line': 'ＪＲ', 'station_exit': 'ハチ公口', 'walk': '徒歩4', 'note': {}, 'station': '渋谷駅'}",3500,{},"['ビアレストラン', '欧米・各国料理 その他']"
1631,座空 ,35.654117,139.708542,http://mobile.gnavi.co.jp/shop/7105851/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～金 ランチ：11:30～14:00(L.O.13:30)<BR>月～土 ディナー：18:00～24:00(L.O.23:30),毎週日曜日<BR>※※祝日の月曜日,"{'line': 'ＪＲ', 'station_exit': {}, 'walk': '徒歩5', 'note': {}, 'station': '渋谷駅'}",5500,900,"['郷土料理', '居酒屋']"
1632,しゃぶしゃぶ温野菜 渋谷2nd ,35.658294,139.7012,http://mobile.gnavi.co.jp/shop/6949230/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{}, ディナー：17:00～翌5:00(L.O.4:00),年中無休,"{'line': 'JR', 'station_exit': {}, 'walk': '徒歩3', 'note': {}, 'station': '渋谷駅'}",3000,{},"['しゃぶしゃぶ', '居酒屋']"
1633,LX ,35.654992,139.698011,http://mobile.gnavi.co.jp/shop/7209625/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{}, バー：20:00～翌5:00,不定休日あり,"{'line': {}, 'station_exit': {}, 'walk': {}, 'note': {}, 'station': {}}",4000,{},"['バー', {'@attributes': {'order': '1'}}]"
1634,ADENIA ,35.650142,139.701986,http://mobile.gnavi.co.jp/shop/7161517/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～日 ランチ：11:30～14:30(L.O.14:30)<BR>月～日 ディナー：17:30～24:00(L.O.22:00),無<BR>※※年末年始のみ,"{'line': 'ＪＲ', 'station_exit': {}, 'walk': '徒歩8', 'note': {}, 'station': '渋谷駅'}",7000,1400,"['宴会場', 'ビストロ']"
1635,個室DINING‐咲良‐ 渋谷道玄坂,35.657053,139.700358,http://mobile.gnavi.co.jp/shop/7067529/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～日 17:30～24:00,無,"{'line': 'ＪＲ', 'station_exit': 'ハチ公口', 'walk': '徒歩4', 'note': {}, 'station': '渋谷駅'}",2500,800,"['居酒屋', '郷土料理']"
1636,叙々苑 渋谷店,35.656694,139.702261,http://mobile.gnavi.co.jp/shop/6767127/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～金 ランチ：11:30～15:00<BR>土・日・祝 ランチ：11:30～14:30<BR>日・祝日 11:30～22:00(L.O.22:00)<BR>月～土 11:30～翌1:30(L.O.1:30)(CLOSE（平日のみ）15：00～16：00),年中無休,"{'line': 'ＪＲ', 'station_exit': {}, 'walk': '徒歩1', 'note': {}, 'station': '渋谷駅'}",7500,1300,"['焼肉', 'ホルモン']"
1637,New England Cafe ,35.668233,139.724247,http://mobile.gnavi.co.jp/shop/6193035/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～金 ランチ：11:30～15:30(L.O.14:45)、ディナー：18:00～24:00(L.O.23:15)<BR>土・祝日 ディナー：18:00～23:00(L.O.22:15),毎週日曜日,"{'line': '地下鉄銀座線', 'station_exit': '4a出口', 'walk': '徒歩3', 'note': {}, 'station': '外苑前駅'}",2500,1000,"['ダイニングバー', '欧米・各国料理 その他']"
1638,酒場bonds ,35.669064,139.706733,http://mobile.gnavi.co.jp/shop/7173873/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月・水～金 ランチ：11:30～14:30(L.O.14:00)<BR>月・水～日 ディナー：18:00～翌1:00(L.O.24:00)(※毎週金曜日は朝04：00まで営業してます！),毎週火曜日<BR>※※貸切宴会は、定休日の火曜日でもご予約できますのでご連絡下さい！,"{'line': 'ＪＲ', 'station_exit': '竹下口', 'walk': '徒歩1', 'note': {}, 'station': '原宿駅'}",3500,700,"['パーティールーム・スペース', '居酒屋']"
1639,ミラン・ナタラジ渋谷店 ,35.657547,139.704253,http://mobile.gnavi.co.jp/shop/7230343/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{}, ランチ・ディナー：11:30～23:00(L.O.22:30),年中無休,"{'line': {}, 'station_exit': {}, 'walk': {}, 'note': {}, 'station': {}}",2800,1000,"['インド料理', 'インドカレー']"
1640,ヤキトリてっちゃん 渋谷店 ,35.655131,139.7008,http://mobile.gnavi.co.jp/shop/6287923/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},"{'line': {}, 'station_exit': {}, 'walk': {}, 'note': {}, 'station': {}}",2000,{},"['焼き鳥', {'@attributes': {'order': '1'}}]"
1641,大穀 ,35.650861,139.710728,http://mobile.gnavi.co.jp/shop/5657290/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～土 ランチ・ディナー：11:00～24:00,毎週日曜日,"{'line': 'ＪＲ', 'station_exit': '新南口', 'walk': '徒歩5', 'note': {}, 'station': '渋谷駅'}",800,800,"['ラーメン・麺料理 その他', {'@attributes': {'order': '1'}}]"
1642,アナログ 渋谷,35.660047,139.703139,http://mobile.gnavi.co.jp/shop/7136754/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{}, 12:00～24:00,無,"{'line': 'ＪＲ', 'station_exit': {}, 'walk': '徒歩4', 'note': {}, 'station': '渋谷駅'}",2500,1000,"['カフェ', {'@attributes': {'order': '1'}}]"
1643,わだつみ ,35.65405,139.698153,http://mobile.gnavi.co.jp/shop/6751242/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～土 17:00～23:00(L.O.21:30),毎週日曜日 祝日,"{'line': '京王井の頭線', 'station_exit': {}, 'walk': '徒歩2', 'note': {}, 'station': '神泉駅'}",12000,{},"['和食 その他', '刺身・海鮮料理']"
1644,BarReL 渋谷,35.657264,139.711067,http://mobile.gnavi.co.jp/shop/7062877/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{}, 18:00～翌2:00,毎週日曜日,"{'line': 'ＪＲ', 'station_exit': '東口', 'walk': '徒歩5', 'note': {}, 'station': '渋谷駅'}",3500,{},"['バー', 'カクテル']"
1645,ORIENTAL Recipe Cafe ,35.669978,139.707511,http://mobile.gnavi.co.jp/shop/6391052/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～金 7:30～23:00(L.O.22:00)<BR>土 10:00～23:00(L.O.22:00)<BR>日・祝日 10:00～21:00(L.O.20:00),無,"{'line': 'ＪＲ', 'station_exit': '竹下口', 'walk': '徒歩2', 'note': {}, 'station': '原宿駅'}",2500,950,"['居酒屋', '薬膳料理']"
1646,sunny STORE＆CAFE ,35.665753,139.710931,http://mobile.gnavi.co.jp/shop/7253710/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{}, 11:00～20:00(L.O.19:30),年中無休,"{'line': {}, 'station_exit': {}, 'walk': {}, 'note': {}, 'station': {}}",1000,1000,"['ケーキ屋・スイーツ', 'カフェ']"
1647,シャンニーカフェ ,35.670075,139.712142,http://mobile.gnavi.co.jp/shop/6303837/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～土 11:30～23:00,毎週日曜日,"{'line': 'ＪＲ', 'station_exit': {}, 'walk': '徒歩8', 'note': {}, 'station': '原宿駅'}",2800,900,"['中華料理', {'@attributes': {'order': '1'}}]"
1648,乃木坂 長寿庵 前田 ,35.6649,139.730067,http://mobile.gnavi.co.jp/shop/7010305/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～金 11:00～21:00(L.O.21:00)<BR>土 11:00～15:00,毎週日曜日 祝日<BR>※※土曜は休む事もございますので、ご連絡下さい。,"{'line': '地下鉄千代田線', 'station_exit': '3番出口', 'walk': '徒歩1', 'note': {}, 'station': '乃木坂駅'}",3000,1000,"['そば', '居酒屋']"
1649,東京渋谷 炭火串焼 鳥横 TORIYOKO ,35.657861,139.701694,http://mobile.gnavi.co.jp/shop/7300024/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},金・土・祝前日 居酒屋タイム：17:00～翌2:00(L.O.1:00)<BR>月～木・日・祝日 居酒屋タイム：17:00～24:00(L.O.23:00),無,"{'line': {}, 'station_exit': {}, 'walk': {}, 'note': {}, 'station': {}}",3500,{},"['居酒屋', '炭火焼き・炉端焼き']"
1650,BAR STREET ,35.671697,139.71385,http://mobile.gnavi.co.jp/shop/7253963/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～金 バー：18:00～翌2:00,毎週日曜日 祝日<BR>※貸し切りは日祝関係なく貸し切りなど承ります。,"{'line': {}, 'station_exit': {}, 'walk': {}, 'note': {}, 'station': {}}",3000,{},"['バー', {'@attributes': {'order': '1'}}]"
1651,microcosmos ,35.656758,139.699147,http://mobile.gnavi.co.jp/shop/6440665/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},"{'line': 'ＪＲ', 'station_exit': {}, 'walk': '徒歩6', 'note': {}, 'station': '渋谷駅'}",2500,950,"['無国籍料理', {'@attributes': {'order': '1'}}]"
1652,Soup Curry Dining SHANTi 渋谷店,35.65535,139.700672,http://mobile.gnavi.co.jp/shop/7192776/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～日 11:30～24:00(L.O.24:00),不定休日あり<BR>※※年末年始のみ,"{'line': 'ＪＲ', 'station_exit': 'ハチ公口', 'walk': '徒歩6', 'note': {}, 'station': '渋谷駅'}",1500,1000,"['スープカレー', {'@attributes': {'order': '1'}}]"
1653,bar Ripen ,35.664325,139.720931,http://mobile.gnavi.co.jp/shop/0036020/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～金 ディナー：19:00～翌2:00<BR>土・祝日 ディナー：19:00～24:00,毎週日曜日,"{'line': '地下鉄銀座線', 'station_exit': '1A出口', 'walk': '徒歩5', 'note': {}, 'station': '外苑前駅'}",3500,{},"['バー', 'お酒 その他']"
1654,黒酢とり唐とハイボールの店 もくち ,35.660142,139.713508,http://mobile.gnavi.co.jp/shop/6402274/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～金 ディナー：17:00～24:00(L.O.23:30)<BR>土 ディナー：15:00～24:00(L.O.23:30),毎週日曜日 祝日,"{'line': '地下鉄銀座線', 'station_exit': 'B2番出口', 'walk': '徒歩1', 'note': {}, 'station': '表参道駅'}",3000,{},"['刺身・海鮮料理', '創作和食']"
1655,手打ち釜あげうどん 禅 ,35.670881,139.709419,http://mobile.gnavi.co.jp/shop/1007366/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～木・土 ランチ：11:30～15:30(※土曜日はランチのみ営業)<BR>月～木 ディナー：17:30～22:30(L.O.21:50)<BR>金 ディナー：17:30～23:15(L.O.22:50),毎週日曜日 祝日,"{'line': 'ＪＲ', 'station_exit': '竹下口', 'walk': '徒歩5', 'note': {}, 'station': '原宿駅'}",2000,1000,"['カレーライス', {'@attributes': {'order': '1'}}]"
1656,bongout noh ,35.657519,139.70805,http://mobile.gnavi.co.jp/shop/6954688/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{}, ランチ：11:30～15:00(L.O.14:00)、ディナー：17:00～24:00(L.O.23:00),毎週日曜日,"{'line': 'ＪＲ', 'station_exit': {}, 'walk': '徒歩5', 'note': {}, 'station': '渋谷駅'}",7000,{},"['ビストロ', 'バンケットルーム']"
1657,焼ハマグリル Aoyama,35.667794,139.729517,http://mobile.gnavi.co.jp/shop/6391273/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～金 ランチ：11:30～14:00、ディナー：17:30～23:30(L.O.22:30)<BR>土 ディナー：17:00～23:00(L.O.22:00),毎週日曜日 祝日,"{'line': '地下鉄', 'station_exit': {}, 'walk': '徒歩2', 'note': {}, 'station': '青山一丁目駅'}",4500,1000,"['イタリアン(イタリア料理)', 'スペイン料理']"
1658,博多 風龍 渋谷店,35.655297,139.701606,http://mobile.gnavi.co.jp/shop/7236459/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～土 ランチ・ディナー：11:00～翌3:00<BR>日 ランチ・ディナー：11:00～20:00(※日曜日の翌日が休日の場合、 日曜日の営業時間は翌03:00までとなります。<BR>),無,"{'line': '京王井の頭線', 'station_exit': {}, 'walk': '徒歩1', 'note': {}, 'station': '渋谷駅'}",550,550,"['ラーメン', {'@attributes': {'order': '1'}}]"
